Profile: Function timing, sorted by time
Date:    Thu Oct 21 11:32:35 2004


Program Statistics
------------------
    Command line at 2004 Oct 21 11:32: "D:\Games\QUAKE\qmb-V1" 
    Total time: 5487.618 millisecond
    Time outside of functions: 244.799 millisecond
    Call depth: 72
    Total functions: 1588
    Total hits: 3012086
    Function coverage: 40.2%
    Overhead Calculated 1232
    Overhead Average 1232

Module Statistics for qmb-v1.exe
--------------------------------
    Time in module: 5242.819 millisecond
    Percent of time in module: 100.0%
    Functions in module: 1588
    Hits in module: 3012086
    Module function coverage: 40.2%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
       1.038   0.0        1.040   0.0        2 _IN_DeactivateMouse (in_win.obj)
       1.008   0.0        1.008   0.0        1 _WIPX_OpenSocket (net_wipx.obj)
       0.998   0.0        6.082   0.1        1 _MakeParticleTexure (gl_rpart.obj)
       0.956   0.0        0.956   0.0      195 _R_DrawQmbHud (gl_hud.obj)
       0.920   0.0        5.166   0.1      195 _SCR_DrawFPS (gl_screen.obj)
       0.915   0.0        0.962   0.0      469 _Cache_TryAlloc (zone.obj)
       0.910   0.0        0.910   0.0       57 _png_create_read_struct (libpng12.dll)
       0.897   0.0        0.897   0.0       57 _InitializeDemData (gl_png.obj)
       0.894   0.0       12.506   0.2      366 _S_Update_ (snd_dma.obj)
       0.878   0.0        2.015   0.0      255 _MainWndProc@16 (gl_vidnt.obj)
       0.848   0.0        0.848   0.0        1 _Hunk_Check (zone.obj)
       0.839   0.0        1.098   0.0       57 _png_read_info (libpng12.dll)
       0.784   0.0        0.784   0.0      308 _R_BlendedRotateForEntity (gl_rmain.obj)
       0.759   0.0       15.753   0.3       21 _GL_MakeAliasModelDisplayLists (gl_mesh.obj)
       0.734   0.0       12.965   0.2       21 _BuildTris (gl_mesh.obj)
       0.732   0.0        0.732   0.0      419 _Mod_FindName (gl_model.obj)
       0.724   0.0     2152.974  41.1      185 _loadimagepixels (gl_draw.obj)
       0.723   0.0        0.922   0.0        1 _Host_WriteConfiguration (host.obj)
       0.716   0.0        6.646   0.1      366 _S_PaintChannels (snd_mix.obj)
       0.713   0.0        0.752   0.0        1 _WIPX_Shutdown (net_wipx.obj)
       0.705   0.0     2003.738  38.2        1 _Mod_LoadTextures (gl_model.obj)
       0.691   0.0        1.580   0.0      210 _Cmd_Exists (cmd.obj)
       0.688   0.0       17.909   0.3      549 _Sbar_DrawNum (sbar.old.obj)
       0.676   0.0        9.029   0.2     5918 _Cache_FreeLow (zone.obj)
       0.672   0.0        0.903   0.0      195 _V_UpdatePalette (view.obj)
       0.665   0.0        0.665   0.0     6091 _Q_strncpy (common.obj)
       0.636   0.0        1.575   0.0        1 _Mod_LoadLighting (gl_model.obj)
       0.635   0.0        7.835   0.1     5761 _Hunk_Alloc (zone.obj)
       0.629   0.0        0.629   0.0      373 _Snd_WriteLinearBlastStereo16 (snd_mix.obj)
       0.624   0.0       36.709   0.7      183 _R_DrawParticles (gl_rpart.obj)
       0.612   0.0        0.612   0.0        8 _GL_DrawAliasFrame (gl_mesh.obj)
       0.603   0.0        0.776   0.0        2 _ClearAllStates (gl_vidnt.obj)
       0.597   0.0        1.502   0.0      247 _S_FindName (snd_dma.obj)
       0.594   0.0        0.653   0.0       29 _jinit_memory_mgr (jmemmgr.obj)
       0.593   0.0        0.593   0.0      442 _SND_PaintChannelFrom8 (snd_mix.obj)
       0.579   0.0        1.610   0.0        1 _WIPX_Init (net_wipx.obj)
       0.563   0.0        1.258   0.0     1539 _Cache_Check (zone.obj)
       0.555   0.0        0.555   0.0     1647 _Q_memset (common.obj)
       0.553   0.0        0.553   0.0     1820 _CL_KeyState (cl_input.obj)
       0.527   0.0       32.698   0.6     5274 _GL_CreateSurfaceLightmap (gl_rsurf.obj)
       0.525   0.0        0.525   0.0     1602 _Cache_UnlinkLRU (zone.obj)
       0.518   0.0        5.581   0.1      585 _Draw_String (gl_draw.obj)
       0.458   0.0        0.458   0.0     3334 _Loop_Listen (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _Loop_Shutdown (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _M_Search_Key (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _MaskExceptions (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _SCR_DrawRam (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _S_BeginPrecaching (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _S_EndPrecaching (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _Sys_PopFPCW (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _Sys_PushFPCW_SetHigh (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _Sys_SetFPCW (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _VID_ShiftPalette (jmemnobs.obj)
       0.458   0.0        0.458   0.0     3334 _jpeg_mem_term (jmemnobs.obj)
       0.448   0.0        0.544   0.0       29 _jinit_color_deconverter (jdcolor.obj)
       0.444   0.0        0.444   0.0       57 _png_destroy_read_struct (libpng12.dll)
       0.444   0.0      236.622   4.5      183 _R_RenderScene (gl_rmain.obj)
       0.435   0.0        0.973   0.0      722 _SubdividePolygon (gl_warp.obj)
       0.434   0.0      134.166   2.6      183 _R_DrawWorld (gl_rsurf.obj)
       0.432   0.0        2.625   0.1        4 _COM_LoadPackFile (common.obj)
       0.432   0.0        7.027   0.1        1 _GL_SkinSplitShirt (gl_model.obj)
       0.428   0.0        0.428   0.0      183 _R_AnimateLight (gl_rlight.obj)
       0.427   0.0        1.259   0.0        1 _Mod_LoadClipnodes (gl_model.obj)
       0.422   0.0       24.001   0.5      195 _Sbar_Draw (sbar.old.obj)
       0.405   0.0        0.405   0.0      915 _Surf_EnableCaustic (gl_renderworld.obj)
       0.405   0.0        0.405   0.0      915 _Surf_EnableNormal (gl_renderworld.obj)
       0.405   0.0        0.405   0.0      915 _Surf_EnableShiny (gl_renderworld.obj)
       0.403   0.0       38.324   0.7      183 _R_DrawEntitiesOnList (gl_rmain.obj)
       0.395   0.0        0.403   0.0      174 _jpeg_make_d_derived_tbl (jdhuff.obj)
       0.391   0.0        0.406   0.0      196 _Con_CheckResize (console.obj)
       0.390   0.0        1.714   0.0        1 _Mod_LoadSurfedges (gl_model.obj)
       0.383   0.0     2969.428  56.6      157 _Mod_LoadModel (gl_model.obj)
       0.383   0.0        1.439   0.0        1 _Mod_LoadLeafs (gl_model.obj)
       0.376   0.0     5236.310  99.9        1 _WinMain@16 (sys_win.obj)
       0.372   0.0        1.330   0.0        1 _Mod_LoadPlanes (gl_model.obj)
       0.372   0.0        5.744   0.1     1098 _Draw_TransPic (gl_draw.obj)
       0.366   0.0        0.539   0.0     1098 _GL_DisableTMU (gl_rsurf.obj)
       0.364   0.0        0.364   0.0       10 _Img_HasFullbrights (gl_model.obj)
       0.355   0.0        0.355   0.0      549 _AngleVectors (mathlib.obj)
       0.353   0.0        0.353   0.0      183 _DoGamma (gl_rmain.obj)
       0.344   0.0        0.344   0.0      183 _R_PushDlights (gl_rlight.obj)
       0.339   0.0        0.339   0.0      309 _Q_atof (common.obj)
       0.335   0.0        8.515   0.2     1281 _Sbar_DrawFade (sbar.old.obj)
       0.328   0.0        0.329   0.0        2 _R_ClearParticles (gl_rpart.obj)
       0.327   0.0        0.327   0.0     2186 _Mod_SetParent (gl_model.obj)
       0.308   0.0        0.308   0.0     1281 _Surf_Reset (gl_renderworld.obj)
       0.307   0.0        0.532   0.0        1 _COM_MultipleSearch (common.obj)
       0.307   0.0        0.329   0.0      134 _AddFire (gl_rpart.obj)
       0.302   0.0        0.302   0.0      183 _R_RotateForEntity (gl_rmain.obj)
       0.299   0.0        0.595   0.0      549 _GL_EnableTMU (gl_rsurf.obj)
       0.299   0.0        0.299   0.0      152 _Sys_FileSeek (sys_win.obj)
       0.292   0.0      337.942   6.4      281 _Cmd_ExecuteString (cmd.obj)
       0.291   0.0        0.480   0.0     1655 _read_restart_marker (jdmarker.obj)
       0.279   0.0        1.128   0.0      183 _S_UpdateAmbientSounds (snd_dma.obj)
       0.264   0.0        0.265   0.0        1 _CDAudio_Shutdown (cd_win.obj)
       0.263   0.0        1.330   0.0      183 _V_CalcRefdef (view.obj)
       0.263   0.0        0.263   0.0     1394 _R_TextureAnimation (gl_rsurf.obj)
       0.261   0.0        1.147   0.0      182 _CL_BaseMove (cl_input.obj)
       0.259   0.0        0.281   0.0        1 _CL_ClearState (cl_main.obj)
       0.257   0.0        1.911   0.0        1 _Mod_LoadVertexes (gl_model.obj)
       0.255   0.0        1.123   0.0      182 _CL_SendMove (cl_input.obj)
       0.251   0.0        6.140   0.1      183 _R_DrawViewModel (gl_rmain.obj)
       0.250   0.0        0.730   0.0     1655 _process_restart (jdhuff.obj)
       0.246   0.0        1.854   0.0      195 _Scr_ShowNumP (gl_screen.obj)
       0.246   0.0       26.639   0.5      636 _S_LoadSound (snd_mem.obj)
       0.241   0.0        0.241   0.0      695 _R_StoreEfrags (gl_refrag.obj)
       0.239   0.0        0.239   0.0     1773 _Cache_MakeLRU (zone.obj)
       0.238   0.0        0.238   0.0       57 _png_read_update_info (libpng12.dll)
       0.234   0.0        2.993   0.1     1028 _Z_Malloc (zone.obj)
       0.232   0.0        5.977   0.1     1098 _Sbar_DrawTransPic (sbar.old.obj)
       0.230   0.0        0.246   0.0      223 _CL_GetMessage (cl_demo.obj)
       0.228   0.0        0.369   0.0     1097 _MSG_WriteByte (common.obj)
       0.228   0.0        0.369   0.0     1097 _MSG_WriteChar (common.obj)
       0.228   0.0        0.228   0.0      722 _BoundPoly (gl_warp.obj)
       0.223   0.0        0.223   0.0      183 _V_SetContentsColor (view.obj)
       0.220   0.0        0.220   0.0     1849 _SZ_GetSpace (common.obj)
       0.220   0.0        0.271   0.0      536 _Key_Event (keys.obj)
       0.219   0.0        0.219   0.0      261 _jpeg_get_large (jmemnobs.obj)
       0.219   0.0        0.219   0.0      261 _jpeg_get_small (jmemnobs.obj)
       0.218   0.0        0.218   0.0     1156 _Host_FilterTime (host.obj)
       0.217   0.0        0.217   0.0     4614 _MSG_ReadChar (common.obj)
       0.216   0.0        0.216   0.0     1117 _CaptureHelper_IsActive (capturehelpers.obj)
       0.211   0.0       20.483   0.4        1 _R_InitOtherTextures (gl_rmisc.obj)
       0.207   0.0        0.539   0.0      182 _CL_AdjustAngles (cl_input.obj)
       0.206   0.0        0.206   0.0        2 _IN_HideMouse (in_win.obj)
       0.206   0.0        4.138   0.1      172 _Hunk_TempAlloc (zone.obj)
       0.204   0.0        0.380   0.0      349 _MSG_ReadString (common.obj)
       0.204   0.0     3921.019  74.8     1156 _Host_Frame (host.obj)
       0.202   0.0        0.202   0.0      183 _CL_DecayLights (cl_main.obj)
       0.199   0.0        0.340   0.0      206 _CL_ParseUpdate (cl_parse.obj)
       0.199   0.0        2.446   0.0      183 _Sbar_DrawInventory (sbar.old.obj)
       0.199   0.0        0.199   0.0     2583 _emit_message (jerror.obj)
       0.191   0.0        0.191   0.0     1150 _GetLittleLong (snd_mem.obj)
       0.190   0.0        3.739   0.1      183 _CL_SendCmd (cl_main.obj)
       0.189   0.0        0.244   0.0     1362 _R_SplitEntityOnNode (gl_refrag.obj)
       0.183   0.0       16.729   0.3      366 _GetSoundtime (snd_dma.obj)
       0.182   0.0        0.182   0.0      261 _jpeg_free_large (jmemnobs.obj)
       0.182   0.0        0.182   0.0      261 _jpeg_free_small (jmemnobs.obj)
       0.180   0.0        0.180   0.0       57 _mypng_struct_destroy (gl_png.obj)
       0.179   0.0        0.304   0.0      183 _CalcGunAngle (view.obj)
       0.178   0.0        0.178   0.0      183 _V_AddIdle (view.obj)
       0.178   0.0        0.178   0.0      183 _CL_UpdateTEnts (cl_tent.obj)
       0.176   0.0        0.176   0.0     1350 _Q_strlen (common.obj)
       0.175   0.0        3.142   0.1      491 _R_LightPoint (gl_rlight.obj)
       0.173   0.0     3057.370  58.3      183 _CL_ReadFromServer (cl_main.obj)
       0.171   0.0        0.171   0.0      183 _Sys_ConsoleInput (sys_win.obj)
       0.171   0.0        0.171   0.0      234 _COM_FileBase (common.obj)
       0.170   0.0        1.621   0.0      183 _R_SetupFrame (gl_rmain.obj)
       0.168   0.0        0.168   0.0       26 _Hunk_FreeToLowMark (zone.obj)
       0.167   0.0        2.739   0.1        1 _R_InitSky (gl_warp.obj)
       0.165   0.0        0.165   0.0     2361 _MSG_ReadByte (common.obj)
       0.165   0.0        0.224   0.0      366 _CaptureHelper_GetSoundtime (capturehelpers.obj)
       0.162   0.0      338.273   6.5      184 _Cbuf_Execute (cmd.obj)
       0.159   0.0        0.159   0.0      731 _anglemod (mathlib.obj)
       0.155   0.0        0.155   0.0        1 _Check_Gamma (gl_vidnt.obj)
       0.154   0.0        0.154   0.0      812 _Sys_Printf (sys_win.obj)
       0.153   0.0     3053.056  58.2       40 _CL_ParseServerMessage (cl_parse.obj)
       0.153   0.0        0.505   0.0      183 _NET_Poll (net_main.obj)
       0.153   0.0       60.192   1.1      521 _COM_FOpenFile (common.obj)
       0.151   0.0        0.151   0.0     1200 _Q_strcpy (common.obj)
       0.151   0.0        0.201   0.0      373 _CaptureHelper_OnTransferStereo16 (capturehelpers.obj)
       0.146   0.0        0.240   0.0        1 _Mod_MakeHull0 (gl_model.obj)
       0.146   0.0        2.346   0.0      143 _Cmd_AddCommand (cmd.obj)
       0.144   0.0        0.144   0.0      549 _Sbar_itoa (sbar.old.obj)
       0.141   0.0        2.137   0.0       99 _Cvar_Set (cvar.obj)
       0.137   0.0        0.156   0.0       37 _Con_Print (console.obj)
       0.134   0.0        0.257   0.0      183 _R_SetFrustum (gl_rmain.obj)
       0.133   0.0        0.135   0.0      183 _R_MarkLeaves (gl_rsurf.obj)
       0.129   0.0        0.709   0.0      183 _Sbar_DrawFace (sbar.old.obj)
       0.128   0.0        0.587   0.0      195 _SCR_SetUpToDrawConsole (gl_screen.obj)
       0.127   0.0        0.127   0.0       57 _mypng_struct_create (gl_png.obj)
       0.127   0.0        0.284   0.0      546 _MSG_WriteAngle (common.obj)
       0.125   0.0        0.147   0.0      111 _W_GetLumpinfo (wad.obj)
       0.124   0.0        0.124   0.0     1684 _start_iMCU_row (jdcoefct.obj)
       0.123   0.0       37.139   0.7      248 _COM_LoadFile (common.obj)
       0.123   0.0        0.123   0.0      732 _SignbitsForPlane (gl_rmain.obj)
       0.121   0.0        3.878   0.1      210 _Cvar_RegisterVariable (cvar.obj)
       0.119   0.0        0.462   0.0        1 _Mod_LoadMarksurfaces (gl_model.obj)
       0.118   0.0        4.251   0.1      370 _S_TransferPaintBuffer (snd_mix.obj)
       0.112   0.0        0.154   0.0       29 _get_dht (jdmarker.obj)
       0.112   0.0        0.121   0.0        1 _CheckMultiTextureExtensions (gl_vidnt.obj)
       0.112   0.0        0.112   0.0      183 _R_DrawSkyChain (gl_warp.obj)
       0.111   0.0       13.484   0.3       41 _Con_Printf (console.obj)
       0.111   0.0        0.539   0.0      491 _Mod_Extradata (gl_model.obj)
       0.111   0.0      235.683   4.5       21 _Mod_LoadAllSkins (gl_model.obj)
       0.108   0.0        1.940   0.0      549 _Sbar_DrawPic (sbar.old.obj)
       0.107   0.0        2.346   0.0      281 _Cmd_TokenizeString (cmd.obj)
       0.107   0.0        0.196   0.0     1102 _alloc_small (jmemmgr.obj)
       0.104   0.0        0.104   0.0      185 _IN_MouseEvent (in_win.obj)
       0.103   0.0        0.160   0.0      546 _MSG_WriteShort (common.obj)
       0.102   0.0        0.271   0.0        1 _SV_Init (sv_main.obj)
       0.102   0.0        0.102   0.0      183 _V_CalcBob (view.obj)
       0.102   0.0        0.102   0.0      183 _Surf_EnableLightmap (gl_renderworld.obj)
       0.099   0.0        0.099   0.0      624 _Mod_LoadAliasFrame (gl_model.obj)
       0.095   0.0        0.119   0.0       57 _png_read_end (libpng12.dll)
       0.094   0.0        0.094   0.0      195 _SCR_CheckDrawCenterString (gl_screen.obj)
       0.094   0.0        0.108   0.0        1 _Key_WriteBindings (keys.obj)
       0.092   0.0        0.092   0.0      195 _V_CalcPowerupCshift (view.obj)
       0.092   0.0        0.092   0.0      183 _CDAudio_Update (cd_win.obj)
       0.091   0.0        0.091   0.0      212 _V_CalcBlend (view.obj)
       0.091   0.0        0.664   0.0      171 _Cache_Alloc (zone.obj)
       0.091   0.0     3051.541  58.2        1 _CL_ParseServerInfo (cl_parse.obj)
       0.090   0.0        0.090   0.0      195 _M_Draw (menu.obj)
       0.090   0.0        0.090   0.0        1 _Sys_mkdir (sys_win.obj)
       0.090   0.0        0.090   0.0      276 _CL_KeepaliveMessage (cl_parse.obj)
       0.089   0.0        0.089   0.0       57 _png_create_info_struct (libpng12.dll)
       0.089   0.0        2.217   0.0       58 _read_markers (jdmarker.obj)
       0.089   0.0        0.089   0.0        1 _Cvar_WriteVariables (cvar.obj)
       0.088   0.0        0.149   0.0     1041 _MSG_ReadCoord (common.obj)
       0.085   0.0        0.085   0.0      260 _COM_StripExtension (common.obj)
       0.084   0.0        0.093   0.0       29 _build_ycc_rgb_table (jdcolor.obj)
       0.083   0.0        0.083   0.0      202 _Con_SafeDPrintf (console.obj)
       0.083   0.0        0.365   0.0      185 _SetNetTime (net_main.obj)
       0.082   0.0        0.082   0.0      184 _IN_Commands (in_win.obj)
       0.082   0.0        0.392   0.0      501 _FindNextChunk (snd_mem.obj)
       0.080   0.0        0.080   0.0     1028 _Z_TagMalloc (zone.obj)
       0.080   0.0        0.080   0.0      183 _V_BoundOffsets (view.obj)
       0.078   0.0        0.078   0.0     1286 _MSG_ReadShort (common.obj)
       0.078   0.0        1.242   0.0      182 _IN_Move (in_win.obj)
       0.078   0.0      167.022   3.2      195 _SCR_DrawConsole (gl_screen.obj)
       0.077   0.0        0.125   0.0      366 _angledelta (view.obj)
       0.077   0.0     2041.852  38.9        1 _Mod_LoadBrushModel (gl_model.obj)
